number,season,episode,airdate,title,tvmaze link
792,9,46,11 Jun 17,"Mom's Assassin! Luffy and the Seducing Woods! (30 min)","https://www.tvmaze.com/episodes/1204971/one-piece-9x46-moms-assassin-luffy-and-the-seducing-woods"
793,9,47,18 Jun 17,"A Seafaring Kingdom! Germa's King Judge! (30 min)","https://www.tvmaze.com/episodes/1209170/one-piece-9x47-a-seafaring-kingdom-germas-king-judge"
794,9,48,25 Jun 17,"A Showdown Between Father and Son – Judge vs. Sanji (30 min)","https://www.tvmaze.com/episodes/1209171/one-piece-9x48-a-showdown-between-father-and-son-judge-vs-sanji"
795,9,49,02 Jul 17,"Great Ambition – Big Mom and Caesar (30 min)","https://www.tvmaze.com/episodes/1209172/one-piece-9x49-great-ambition-big-mom-and-caesar"
796,9,50,09 Jul 17,"Kingdom of Souls – Mom's Fearsome Power! (30 min)","https://www.tvmaze.com/episodes/1209173/one-piece-9x50-kingdom-of-souls-moms-fearsome-power"
797,9,51,16 Jul 17,"A Top Executive! One of the Three Commanders Cracker Appears (30 min)","https://www.tvmaze.com/episodes/1251237/one-piece-9x51-a-top-executive-one-of-the-three-commanders-cracker-appears"
798,9,52,23 Jul 17,"An Enemy With 800 Million Bounty – Luffy vs. Thousand Arms Cracker (30 min)","https://www.tvmaze.com/episodes/1251238/one-piece-9x52-an-enemy-with-800-million-bounty-luffy-vs-thousand-arms-cracker"
799,9,53,30 Jul 17,"Full Force Showdown – Gear Fourth vs. Bisu Bisu Ability (30 min)","https://www.tvmaze.com/episodes/1251239/one-piece-9x53-full-force-showdown-gear-fourth-vs-bisu-bisu-ability"
800,9,54,06 Aug 17,"1 and 2 – Assemble! The Vinsmoke Family (30 min)","https://www.tvmaze.com/episodes/1251240/one-piece-9x54-1-and-2-assemble-the-vinsmoke-family"
801,9,55,13 Aug 17,"The Benefactor's Life! Sanji and Owner Zeff! (30 min)","https://www.tvmaze.com/episodes/1273102/one-piece-9x55-the-benefactors-life-sanji-and-owner-zeff"
802,9,56,20 Aug 17,"Sanji is furious! The secret of Germa 66! (30 min)","https://www.tvmaze.com/episodes/1273105/one-piece-9x56-sanji-is-furious-the-secret-of-germa-66"
803,9,57,27 Aug 17,"The Past that He Let Go of! Vinsmoke Sanji! (30 min)","https://www.tvmaze.com/episodes/1273106/one-piece-9x57-the-past-that-he-let-go-of-vinsmoke-sanji"
804,9,58,03 Sep 17,"In the East Blue! Sanji's firm decision! (30 min)","https://www.tvmaze.com/episodes/1273107/one-piece-9x58-in-the-east-blue-sanjis-firm-decision"
805,9,59,17 Sep 17,"A Battle of Limits! Luffy and the Infinite Biscuits! (30 min)","https://www.tvmaze.com/episodes/1290873/one-piece-9x59-a-battle-of-limits-luffy-and-the-infinite-biscuits"
806,9,60,24 Sep 17,"Power of Fullness - New Gear Fourth Tankman! (30 min)","https://www.tvmaze.com/episodes/1291871/one-piece-9x60-power-of-fullness-new-gear-fourth-tankman"
807,9,61,01 Oct 17,"Saddest Duel - Luffy vs. Sanji - Part 1 (60 min)","https://www.tvmaze.com/episodes/1291872/one-piece-9x61-saddest-duel-luffy-vs-sanji-part-1"
808,9,62,01 Oct 17,"Saddest Duel - Luffy vs. Sanji - Part 2 (30 min)","https://www.tvmaze.com/episodes/1293914/one-piece-9x62-saddest-duel-luffy-vs-sanji-part-2"
809,9,63,15 Oct 17,"A Storm of Revenge! An Enraged Army Comes to Attack! (30 min)","https://www.tvmaze.com/episodes/1321005/one-piece-9x63-a-storm-of-revenge-an-enraged-army-comes-to-attack"
810,9,64,22 Oct 17,"The End of the Adventure - Sanji's Resolute Proposal (30 min)","https://www.tvmaze.com/episodes/1337495/one-piece-9x64-the-end-of-the-adventure-sanjis-resolute-proposal"
811,9,65,29 Oct 17,"I'll Wait Here - Luffy vs. the Enraged Army (30 min)","https://www.tvmaze.com/episodes/1337496/one-piece-9x65-ill-wait-here-luffy-vs-the-enraged-army"
812,9,66,05 Nov 17,"Infiltration Inside the Castle - Steal the Road Poneglyph (30 min)","https://www.tvmaze.com/episodes/1337497/one-piece-9x66-infiltration-inside-the-castle-steal-the-road-poneglyph"
813,9,67,12 Nov 17,"Face-to-face - Luffy and Big Mom (30 min)","https://www.tvmaze.com/episodes/1337498/one-piece-9x67-face-to-face-luffy-and-big-mom"
814,9,68,19 Nov 17,"Shout of the Soul - Brook and Pedro's Lightning Operation (30 min)","https://www.tvmaze.com/episodes/1337499/one-piece-9x68-shout-of-the-soul-brook-and-pedros-lightning-operation"
815,9,69,26 Nov 17,"Goodbye! Pudding's Tearful Determination! (30 min)","https://www.tvmaze.com/episodes/1337500/one-piece-9x69-goodbye-puddings-tearful-determination"
816,9,70,03 Dec 17,"Fate of the Left Eye – Pedro vs Baron Tamago (30 min)","https://www.tvmaze.com/episodes/1337501/one-piece-9x70-fate-of-the-left-eye-pedro-vs-baron-tamago"
817,9,71,10 Dec 17,"Moist Cigarette! The Night Before Sanji's Wedding! (30 min)","https://www.tvmaze.com/episodes/1337502/one-piece-9x71-moist-cigarette-the-night-before-sanjis-wedding"
818,9,72,17 Dec 17,"The Undaunted Soul - Brook vs. Big Mom (30 min)","https://www.tvmaze.com/episodes/1337503/one-piece-9x72-the-undaunted-soul-brook-vs-big-mom"
819,9,73,24 Dec 17,"Sora's Wish! Germa's Failure - Sanji! (30 min)","https://www.tvmaze.com/episodes/1337504/one-piece-9x73-soras-wish-germas-failure-sanji"
820,9,74,07 Jan 18,"To Reach Sanji! Luffy's Vengeful Hell-bent Dash! (30 min)","https://www.tvmaze.com/episodes/1377807/one-piece-9x74-to-reach-sanji-luffys-vengeful-hell-bent-dash"
821,9,75,14 Jan 18,"The Chateau in Turmoil! Luffy, to the Rendezvous! (30 min)","https://www.tvmaze.com/episodes/1385473/one-piece-9x75-the-chateau-in-turmoil-luffy-to-the-rendezvous"
822,9,76,21 Jan 18,"Deciding to Say Goodbye! Sanji and his Straw-Hat Bento! (30 min)","https://www.tvmaze.com/episodes/1393696/one-piece-9x76-deciding-to-say-goodbye-sanji-and-his-straw-hat-bento"
823,9,77,28 Jan 18,"Betraying One of the Four Emperors! The Great Brook Rescue Plan! (30 min)","https://www.tvmaze.com/episodes/1393697/one-piece-9x77-betraying-one-of-the-four-emperors-the-great-brook-rescue-plan"
824,9,78,04 Feb 18,"The Rendezvous! Luffy, a One-on-One at His Limit! (30 min)","https://www.tvmaze.com/episodes/1399147/one-piece-9x78-the-rendezvous-luffy-a-one-on-one-at-his-limit"
825,9,79,11 Feb 18,"A Liar! Luffy and Sanji!! (30 min)","https://www.tvmaze.com/episodes/1405535/one-piece-9x79-a-liar-luffy-and-sanji"
826,9,80,18 Feb 18,"Sanji Returns - Crash It! The Tea Party from Hell (30 min)","https://www.tvmaze.com/episodes/1409452/one-piece-9x80-sanji-returns-crash-it-the-tea-party-from-hell"
827,9,81,04 Mar 18,"A Secret Meeting! Luffy vs. The Fire Tank Pirates (30 min)","https://www.tvmaze.com/episodes/1409455/one-piece-9x81-a-secret-meeting-luffy-vs-the-fire-tank-pirates"
828,9,82,18 Mar 18,"The Deadly Pact! Luffy & Bege's Allied Forces (30 min)","https://www.tvmaze.com/episodes/1420610/one-piece-9x82-the-deadly-pact-luffy-beges-allied-forces"
829,9,83,25 Mar 18,"Luffy's Secret Plan - Just Before the Curtain Rises! The Conspired Wedding Ceremony (30 min)","https://www.tvmaze.com/episodes/1424009/one-piece-9x83-luffys-secret-plan-just-before-the-curtain-rises-the-conspired-wedding-ceremony"
830,9,84,01 Apr 18,"Family Gathering - The Curtain Rises! The Tea Party from Hell (30 min)","https://www.tvmaze.com/episodes/1424010/one-piece-9x84-family-gathering-the-curtain-rises-the-tea-party-from-hell"
831,9,85,08 Apr 18,"The Pretend Couple! Enter Sanji ♡ Pudding (30 min)","https://www.tvmaze.com/episodes/1424011/one-piece-9x85-the-pretend-couple-enter-sanji-pudding"
832,9,86,15 Apr 18,"A Deadly Kiss! The Mission to Assassinate the Emperor Kicks Off! (30 min)","https://www.tvmaze.com/episodes/1447910/one-piece-9x86-a-deadly-kiss-the-mission-to-assassinate-the-emperor-kicks-off"
833,9,87,22 Apr 18,"Offering up a Sake Cup! Chivalrous Jinbe repays his debt! (30 min)","https://www.tvmaze.com/episodes/1447911/one-piece-9x87-offering-up-a-sake-cup-chivalrous-jinbe-repays-his-debt"
834,9,88,29 Apr 18,"The plan failed!? Big Mom Pirates Counterattack! (30 min)","https://www.tvmaze.com/episodes/1447912/one-piece-9x88-the-plan-failed-big-mom-pirates-counterattack"
835,9,89,06 May 18,"Run Sanji! SOS Germa 66! (30 min)","https://www.tvmaze.com/episodes/1460543/one-piece-9x89-run-sanji-sos-germa-66"
836,9,90,13 May 18,"Mom's Secret! The Giant's Island Elbaph and a Little Monster! (30 min)","https://www.tvmaze.com/episodes/1463994/one-piece-9x90-moms-secret-the-giants-island-elbaph-and-a-little-monster"
837,9,91,20 May 18,"Mama's Birthday - The Day that Carmel has disappeared (30 min)","https://www.tvmaze.com/episodes/1467822/one-piece-9x91-mamas-birthday-the-day-that-carmel-has-disappeared"
838,9,92,27 May 18,"Weapons Explosion ! Big Mom Assassination Moment (30 min)","https://www.tvmaze.com/episodes/1467823/one-piece-9x92-weapons-explosion-big-mom-assassination-moment"
839,9,93,03 Jun 18,"Evil Army - Transformation! Germa 66 (30 min)","https://www.tvmaze.com/episodes/1467824/one-piece-9x93-evil-army-transformation-germa-66"
840,9,94,10 Jun 18,"Cutting the Father-Son Relationship! Sanji and Judge! (30 min)","https://www.tvmaze.com/episodes/1476419/one-piece-9x94-cutting-the-father-son-relationship-sanji-and-judge"
841,9,95,17 Jun 18,"Escape From the Tea Party! Luffy vs. Big Mom! (30 min)","https://www.tvmaze.com/episodes/1481513/one-piece-9x95-escape-from-the-tea-party-luffy-vs-big-mom"
842,9,96,24 Jun 18,"The Execution Begins! Luffy's Allied Forces Are Annihilated?! (30 min)","https://www.tvmaze.com/episodes/1481514/one-piece-9x96-the-execution-begins-luffys-allied-forces-are-annihilated"
843,9,97,01 Jul 18,"The Chateau Collapses! The Straw Hat's Great Escape Begins! (30 min)","https://www.tvmaze.com/episodes/1488882/one-piece-9x97-the-chateau-collapses-the-straw-hats-great-escape-begins"
844,9,98,08 Jul 18,"The Spear of Elbaph! Onslaught! The Flying Big Mom! (30 min)","https://www.tvmaze.com/episodes/1488883/one-piece-9x98-the-spear-of-elbaph-onslaught-the-flying-big-mom"
845,9,99,15 Jul 18,"Pudding's Determination - Ablaze! The Seducing Woods (30 min)","https://www.tvmaze.com/episodes/1497305/one-piece-9x99-puddings-determination-ablaze-the-seducing-woods"
846,9,100,22 Jul 18,"The Thunder's Counterattack - Nami and the Stormy Zeus (30 min)","https://www.tvmaze.com/episodes/1497306/one-piece-9x100-the-thunders-counterattack-nami-and-the-stormy-zeus"
847,9,101,29 Jul 18,"A Coincidental Reunion - Sanji and the Evil Pudding in Love (30 min)","https://www.tvmaze.com/episodes/1497307/one-piece-9x101-a-coincidental-reunion-sanji-and-the-evil-pudding-in-love"
848,9,102,05 Aug 18,"Save the Sunny! Fighting Bravely! Chopper and Brook! (30 min)","https://www.tvmaze.com/episodes/1509254/one-piece-9x102-save-the-sunny-fighting-bravely-chopper-and-brook"
849,9,103,12 Aug 18,"Before the Dawn! Pedro, the Captain of the Guardians! (30 min)","https://www.tvmaze.com/episodes/1509255/one-piece-9x103-before-the-dawn-pedro-the-captain-of-the-guardians"
850,9,104,19 Aug 18,"I Will Definitely Return! Luffy's Life-Risking Departure (30 min)","https://www.tvmaze.com/episodes/1514811/one-piece-9x104-i-will-definitely-return-luffys-life-risking-departure"
851,9,105,26 Aug 18,"The Man with a Bounty of Billion! The Strongest Sweet General, Katakuri! (30 min)","https://www.tvmaze.com/episodes/1514812/one-piece-9x105-the-man-with-a-bounty-of-billion-the-strongest-sweet-general-katakuri"
852,9,106,02 Sep 18,"A Hard Battle Starts! Luffy vs. Katakuri! (30 min)","https://www.tvmaze.com/episodes/1523553/one-piece-9x106-a-hard-battle-starts-luffy-vs-katakuri"
853,9,107,16 Sep 18,"The Green Room! An Invincible Helmsman, Jimbei! (30 min)","https://www.tvmaze.com/episodes/1524729/one-piece-9x107-the-green-room-an-invincible-helmsman-jimbei"
854,9,108,23 Sep 18,"The Threat of Mogura - The Silent Fight of Luffy (30 min)","https://www.tvmaze.com/episodes/1531845/one-piece-9x108-the-threat-of-mogura-the-silent-fight-of-luffy"
855,9,109,30 Sep 18,"The End of Death Battle !? Katakuri's Anger Awakens (30 min)","https://www.tvmaze.com/episodes/1531846/one-piece-9x109-the-end-of-death-battle-katakuris-anger-awakens"
856,9,110,07 Oct 18,"The Forbidden Secret! Katakuri's Merienda! (30 min)","https://www.tvmaze.com/episodes/1538400/one-piece-9x110-the-forbidden-secret-katakuris-merienda"
857,9,111,14 Oct 18,"Luffy's Counterattack - Invincible Katakuri's Weakness (30 min)","https://www.tvmaze.com/episodes/1542452/one-piece-9x111-luffys-counterattack-invincible-katakuris-weakness"
858,9,112,21 Oct 18,"Crisis Again! Gear 4 vs Muso Donuts (30 min)","https://www.tvmaze.com/episodes/1542453/one-piece-9x112-crisis-again-gear-4-vs-muso-donuts"
859,9,113,28 Oct 18,"Rebellious Daughter - Sanji 's Cake Transport Operation (30 min)","https://www.tvmaze.com/episodes/1542454/one-piece-9x113-rebellious-daughter-sanji-s-cake-transport-operation"
860,9,114,04 Nov 18,"Man's Way of Life - Pez and Captain Luffy's Decision (30 min)","https://www.tvmaze.com/episodes/1542455/one-piece-9x114-mans-way-of-life-pez-and-captain-luffys-decision"
861,9,115,11 Nov 18,"The Cake Sank?! Sanji and Bege's Getaway Battle! (30 min)","https://www.tvmaze.com/episodes/1563770/one-piece-9x115-the-cake-sank-sanji-and-beges-getaway-battle"
862,9,116,18 Nov 18,"Sulong! Carrot's Big Mystic Transformation! (30 min)","https://www.tvmaze.com/episodes/1563771/one-piece-9x116-sulong-carrots-big-mystic-transformation"
863,9,117,25 Nov 18,"Break Through! The Straw Hat's Mighty Sea Battle! (30 min)","https://www.tvmaze.com/episodes/1567380/one-piece-9x117-break-through-the-straw-hats-mighty-sea-battle"
864,9,118,09 Dec 18,"Finally, The Clash! The Emperor of the Sea vs. the Straw Hats! (30 min)","https://www.tvmaze.com/episodes/1572817/one-piece-9x118-finally-the-clash-the-emperor-of-the-sea-vs-the-straw-hats"
865,9,119,16 Dec 18,"Dark King's Direct Precepts! The Battle Against Katakuri Turns Around! (30 min)","https://www.tvmaze.com/episodes/1576642/one-piece-9x119-dark-kings-direct-precepts-the-battle-against-katakuri-turns-around"
866,9,120,23 Dec 18,"He Finally Returns - Sanji, the Man Who Stops the Yonko (30 min)","https://www.tvmaze.com/episodes/1579182/one-piece-9x120-he-finally-returns-sanji-the-man-who-stops-the-yonko"
867,9,121,06 Jan 19,"Lurking in the Darkness - Assassin Attacks Luffy! (30 min)","https://www.tvmaze.com/episodes/1579183/one-piece-9x121-lurking-in-the-darkness-assassin-attacks-luffy"
868,9,122,13 Jan 19,"A Man's Resolution - Katakuri's Life Risking Great Match (30 min)","https://www.tvmaze.com/episodes/1587386/one-piece-9x122-a-mans-resolution-katakuris-life-risking-great-match"
869,9,123,20 Jan 19,"Wake Up - To Cross Over the Strongest Kenbunshoku (30 min)","https://www.tvmaze.com/episodes/1590216/one-piece-9x123-wake-up-to-cross-over-the-strongest-kenbunshoku"
870,9,124,27 Jan 19,"A God Speed Fist - New Gear 4 Activation! (30 min)","https://www.tvmaze.com/episodes/1590217/one-piece-9x124-a-god-speed-fist-new-gear-4-activation"
871,9,125,03 Feb 19,"Finally Concluded - An Outcome of the Fierce Battle with Katakuri (30 min)","https://www.tvmaze.com/episodes/1590218/one-piece-9x125-finally-concluded-an-outcome-of-the-fierce-battle-with-katakuri"
872,9,126,10 Feb 19,"A Desperate Situation! The Iron-tight Entrapment of Luffy! (30 min)","https://www.tvmaze.com/episodes/1602777/one-piece-9x126-a-desperate-situation-the-iron-tight-entrapment-of-luffy"
873,9,127,17 Feb 19,"Pulling Back from the Brink! The Formidable Reinforcements - Germa! (30 min)","https://www.tvmaze.com/episodes/1607341/one-piece-9x127-pulling-back-from-the-brink-the-formidable-reinforcements-germa"
874,9,128,24 Feb 19,"The Last Hope! The Sun Pirates Emerge! (30 min)","https://www.tvmaze.com/episodes/1610956/one-piece-9x128-the-last-hope-the-sun-pirates-emerge"
875,9,129,03 Mar 19,"A Captivating Flavor! Sanji's Cake of Happiness! (30 min)","https://www.tvmaze.com/episodes/1614353/one-piece-9x129-a-captivating-flavor-sanjis-cake-of-happiness"
876,9,130,17 Mar 19,"The Man of Humanity and Justice! Jimbei, a Desperate Massive Ocean Current (30 min)","https://www.tvmaze.com/episodes/1617494/one-piece-9x130-the-man-of-humanity-and-justice-jimbei-a-desperate-massive-ocean-current"
877,9,131,24 Mar 19,"The Parting Time! Pudding's Last Wish! (30 min)","https://www.tvmaze.com/episodes/1624754/one-piece-9x131-the-parting-time-puddings-last-wish"
878,9,132,31 Mar 19,"The World in Shock! The Fifth Emperor of the Sea Arrives! (30 min)","https://www.tvmaze.com/episodes/1628147/one-piece-9x132-the-world-in-shock-the-fifth-emperor-of-the-sea-arrives"
879,9,133,07 Apr 19,"To the Reverie! The Straw Hats' Sworn Allies Come Together! (30 min)","https://www.tvmaze.com/episodes/1628148/one-piece-9x133-to-the-reverie-the-straw-hats-sworn-allies-come-together"
880,9,134,14 Apr 19,"Sabo Goes into Action! All the Captains of the Revolutionary Army Appear! (30 min)","https://www.tvmaze.com/episodes/1636666/one-piece-9x134-sabo-goes-into-action-all-the-captains-of-the-revolutionary-army-appear"
881,9,135,21 Apr 19,"Going into Action! The Implacable New Admiral of the Fleet - Sakazuki! (30 min)","https://www.tvmaze.com/episodes/1639786/one-piece-9x135-going-into-action-the-implacable-new-admiral-of-the-fleet-sakazuki"
882,9,136,28 Apr 19,"The Summit War - Pirate King's Inherited Will (30 min)","https://www.tvmaze.com/episodes/1639787/one-piece-9x136-the-summit-war-pirate-kings-inherited-will"
883,9,137,05 May 19,"One Step Ahead of the Dream - Shirahoshi's Path to the Sun! (30 min)","https://www.tvmaze.com/episodes/1639788/one-piece-9x137-one-step-ahead-of-the-dream-shirahoshis-path-to-the-sun"
884,9,138,12 May 19,"I Miss Him! Vivi and Rebecca's Sentiments! (30 min)","https://www.tvmaze.com/episodes/1651797/one-piece-9x138-i-miss-him-vivi-and-rebeccas-sentiments"
885,9,139,19 May 19,"In the Dark Recesses of the Holyland! A Mysterious Giant Straw Hat! (30 min)","https://www.tvmaze.com/episodes/1655256/one-piece-9x139-in-the-dark-recesses-of-the-holyland-a-mysterious-giant-straw-hat"
886,9,140,26 May 19,"The Uproarious Holy Land - Princess Shirahoshi is being targeted! (30 min)","https://www.tvmaze.com/episodes/1655422/one-piece-9x140-the-uproarious-holy-land-princess-shirahoshi-is-being-targeted"
887,9,141,02 Jun 19,"On the Verge - The Two Yonko Targeting Luffy (30 min)","https://www.tvmaze.com/episodes/1655423/one-piece-9x141-on-the-verge-the-two-yonko-targeting-luffy"
888,9,142,09 Jun 19,"Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma (30 min)","https://www.tvmaze.com/episodes/1655424/one-piece-9x142-sabo-gets-angry-tragedy-of-the-revolutionary-army-officer-kuma"
889,9,143,16 Jun 19,"Finally, It Starts! The Conspiracy-filled Reverie! (30 min)","https://www.tvmaze.com/episodes/1666926/one-piece-9x143-finally-it-starts-the-conspiracy-filled-reverie"
890,10,1,23 Jun 19,"Marco! The Keeper of Whitebeard's Last Memento! (30 min)","https://www.tvmaze.com/episodes/1671372/one-piece-10x01-marco-the-keeper-of-whitebeards-last-memento"
891,10,2,30 Jun 19,"Climbing Up a Waterfall! A Great Journey Through the Land of Wano's Sea Zone! (30 min)","https://www.tvmaze.com/episodes/1673934/one-piece-10x02-climbing-up-a-waterfall-a-great-journey-through-the-land-of-wanos-sea-zone"
892,10,3,07 Jul 19,"Wano Country! To the Land of Dancing Sakura and Samurai (30 min)","https://www.tvmaze.com/episodes/1674859/one-piece-10x03-wano-country-to-the-land-of-dancing-sakura-and-samurai"
893,10,4,14 Jul 19,"Otama Appears! Luffy vs. Kaido's Army! (30 min)","https://www.tvmaze.com/episodes/1678924/one-piece-10x04-otama-appears-luffy-vs-kaidos-army"
894,10,5,21 Jul 19,"He'll Come! The Legend of Ace in the Land of Wano! (30 min)","https://www.tvmaze.com/episodes/1681940/one-piece-10x05-hell-come-the-legend-of-ace-in-the-land-of-wano"
895,10,6,28 Jul 19,"Side Story! The World's Greatest Bounty Hunter, Cidre! (30 min)","https://www.tvmaze.com/episodes/1685950/one-piece-10x06-side-story-the-worlds-greatest-bounty-hunter-cidre"
896,10,7,04 Aug 19,"Special Editon! - Luffy Vs Carbonic Acid King (30 min)","https://www.tvmaze.com/episodes/1685951/one-piece-10x07-special-editon-luffy-vs-carbonic-acid-king"
897,10,8,11 Aug 19,"Save Otama! Straw Hat, Bounding through the Wasteland! (30 min)","https://www.tvmaze.com/episodes/1690804/one-piece-10x08-save-otama-straw-hat-bounding-through-the-wasteland"
898,10,9,18 Aug 19,"The Headliner! Hawkings the Magician Appears! (30 min)","https://www.tvmaze.com/episodes/1694509/one-piece-10x09-the-headliner-hawkings-the-magician-appears"
899,10,10,25 Aug 19,"Defeat is Inevitable! The Strawman's Fierce Attack! (30 min)","https://www.tvmaze.com/episodes/1699833/one-piece-10x10-defeat-is-inevitable-the-strawmans-fierce-attack"
900,10,11,01 Sep 19,"The Greatest Day of My Life! Otama and Her Sweet Red-bean Soup! (30 min)","https://www.tvmaze.com/episodes/1704613/one-piece-10x11-the-greatest-day-of-my-life-otama-and-her-sweet-red-bean-soup"
901,10,12,08 Sep 19,"Entering Enemy Territory! The Protagonists Spread into the Town of Bakura! (30 min)","https://www.tvmaze.com/episodes/1704614/one-piece-10x12-entering-enemy-territory-the-protagonists-spread-into-the-town-of-bakura"
902,10,13,15 Sep 19,"The Yokozuna Appears! The Invincible Urashima Goes After Okiku! (30 min)","https://www.tvmaze.com/episodes/1713211/one-piece-10x13-the-yokozuna-appears-the-invincible-urashima-goes-after-okiku"
903,10,14,22 Sep 19,"A Climatic Sumo Battle! Straw Hat vs. the Strongest Ever Yokozuna! (30 min)","https://www.tvmaze.com/episodes/1716151/one-piece-10x14-a-climatic-sumo-battle-straw-hat-vs-the-strongest-ever-yokozuna"
904,10,15,29 Sep 19,"Luffy Rages! Rescue Otama from Danger! (30 min)","https://www.tvmaze.com/episodes/1719730/one-piece-10x15-luffy-rages-rescue-otama-from-danger"
905,10,16,06 Oct 19,"Fighting for Otama! Fight against Holdem! (30 min)","https://www.tvmaze.com/episodes/1719731/one-piece-10x16-fighting-for-otama-fight-against-holdem"
906,10,17,13 Oct 19,"Duel! The Magician and the Surgeon of Death! (30 min)","https://www.tvmaze.com/episodes/1729911/one-piece-10x17-duel-the-magician-and-the-surgeon-of-death"
907,10,18,20 Oct 19,"Romance Dawn (30 min)","https://www.tvmaze.com/episodes/1733960/one-piece-10x18-romance-dawn"
908,10,19,27 Oct 19,"The Coming of the Treasure Ship! Luffytaro Returns the Favor! (30 min)","https://www.tvmaze.com/episodes/1742631/one-piece-10x19-the-coming-of-the-treasure-ship-luffytaro-returns-the-favor"
909,10,20,10 Nov 19,"Mysterious Grave Markers! A Reunion at the Ruins of Oden Castle! (30 min)","https://www.tvmaze.com/episodes/1746916/one-piece-10x20-mysterious-grave-markers-a-reunion-at-the-ruins-of-oden-castle"
910,10,21,17 Nov 19,"A Legendary Samurai! The Man Who Roger Admired! (30 min)","https://www.tvmaze.com/episodes/1754222/one-piece-10x21-a-legendary-samurai-the-man-who-roger-admired"
911,10,22,24 Nov 19,"Bringing Down the Emperor of the Sea! A Secret Raid Operation Begins! (30 min)","https://www.tvmaze.com/episodes/1757901/one-piece-10x22-bringing-down-the-emperor-of-the-sea-a-secret-raid-operation-begins"
912,10,23,01 Dec 19,"The Strongest Man in the World! Shutenmaru, the Thieves Brigade Chief! (30 min)","https://www.tvmaze.com/episodes/1762043/one-piece-10x23-the-strongest-man-in-the-world-shutenmaru-the-thieves-brigade-chief"
913,10,24,08 Dec 19,"Everyone is Annihilated! Kaido's Furious Blast Breath! (30 min)","https://www.tvmaze.com/episodes/1766924/one-piece-10x24-everyone-is-annihilated-kaidos-furious-blast-breath"
914,10,25,15 Dec 19,"Finally Clashing! The Ferocious Luffy vs. Kaido! (30 min)","https://www.tvmaze.com/episodes/1771238/one-piece-10x25-finally-clashing-the-ferocious-luffy-vs-kaido"
915,10,26,22 Dec 19,"Destructive! One Shot, One Kill - Thunder Bagua! (30 min)","https://www.tvmaze.com/episodes/1776451/one-piece-10x26-destructive-one-shot-one-kill-thunder-bagua"
916,10,27,05 Jan 20,"A Living Hell! Luffy, Humiliated in the Great Mine! (30 min)","https://www.tvmaze.com/episodes/1780078/one-piece-10x27-a-living-hell-luffy-humiliated-in-the-great-mine"
917,10,28,12 Jan 20,"The Holyland in Tumult! Emperor of the Sea Blackbeard Cackles! (30 min)","https://www.tvmaze.com/episodes/1787200/one-piece-10x28-the-holyland-in-tumult-emperor-of-the-sea-blackbeard-cackles"
918,10,29,19 Jan 20,"It's On! The Special Operation to Bring Down Kaido! (30 min)","https://www.tvmaze.com/episodes/1787201/one-piece-10x29-its-on-the-special-operation-to-bring-down-kaido"
919,10,30,26 Jan 20,"Rampage! Prisoner Luffy and Kid! (30 min)","https://www.tvmaze.com/episodes/1789205/one-piece-10x30-rampage-prisoner-luffy-and-kid"
920,10,31,02 Feb 20,"A Great Sensation! Sanji's Special Soba! (30 min)","https://www.tvmaze.com/episodes/1789206/one-piece-10x31-a-great-sensation-sanjis-special-soba"
921,10,32,09 Feb 20,"Luxurious and Gorgeous! Wano's Most Beautiful Woman - Komurasaki! (30 min)","https://www.tvmaze.com/episodes/1789207/one-piece-10x32-luxurious-and-gorgeous-wanos-most-beautiful-woman-komurasaki"
922,10,33,16 Feb 20,"A Tale of Chivalry! Zoro and Tonoyasu's Little Trip! (30 min)","https://www.tvmaze.com/episodes/1800234/one-piece-10x33-a-tale-of-chivalry-zoro-and-tonoyasus-little-trip"
923,10,34,23 Feb 20,"A State of Emergency! Big Mom Closes in! (30 min)","https://www.tvmaze.com/episodes/1802883/one-piece-10x34-a-state-of-emergency-big-mom-closes-in"
924,10,35,15 Mar 20,"The Capital in an Uproar! Another Assassin Targets Sanji! (30 min)","https://www.tvmaze.com/episodes/1807156/one-piece-10x35-the-capital-in-an-uproar-another-assassin-targets-sanji"
925,10,36,22 Mar 20,"Dashing! The Righteous Soba Mask! (30 min)","https://www.tvmaze.com/episodes/1817236/one-piece-10x36-dashing-the-righteous-soba-mask"
926,10,37,29 Mar 20,"A Desperate Situation! Orochi's Menacing Oniwabanshu! (30 min)","https://www.tvmaze.com/episodes/1821972/one-piece-10x37-a-desperate-situation-orochis-menacing-oniwabanshu"
927,10,38,05 Apr 20,"Pandemonium! The Monster Snake, Shogun Orochi! (30 min)","https://www.tvmaze.com/episodes/1826511/one-piece-10x38-pandemonium-the-monster-snake-shogun-orochi"
928,10,39,12 Apr 20,"The Flower Falls! The Final Moment of the Most Beautiful Woman in the Land of Wano! (30 min)","https://www.tvmaze.com/episodes/1833338/one-piece-10x39-the-flower-falls-the-final-moment-of-the-most-beautiful-woman-in-the-land-of-wano"
929,10,40,19 Apr 20,"The Bond Between Prisoners! Luffy and Old Man Hyo! (30 min)","https://www.tvmaze.com/episodes/1839233/one-piece-10x40-the-bond-between-prisoners-luffy-and-old-man-hyo"
